"order_id","product_id","quantity","list_price","discount","id"
25,23,2,299.99,0.2,67
25,10,2,1549,0.2,68
25,22,1,269.99,0.2,69
25,14,1,269.99,0.2,70
25,21,1,269.99,0.1,71
26,7,1,3999.99,0.05,72
26,2,1,749.99,0.2,73
26,12,1,549.99,0.2,74
26,21,2,269.99,0.07,75
27,5,1,1320.99,0.2,76
27,19,1,449,0.2,77
27,26,2,599.99,0.07,78
27,8,1,1799.99,0.07,79
28,5,1,1320.99,0.05,80
28,7,2,3999.99,0.2,81
28,14,2,269.99,0.1,82
28,6,1,469.99,0.05,83
29,24,2,549.99,0.05,84
29,6,1,469.99,0.2,85
29,21,2,269.99,0.1,86
29,8,1,1799.99,0.2,87
29,14,2,269.99,0.05,88
30,26,1,599.99,0.05,89
30,17,1,429,0.07,90
30,19,1,449,0.1,91
30,4,1,2899.99,0.1,92
30,7,2,3999.99,0.1,93
31,11,2,1680.99,0.05,94
31,9,2,2999.99,0.2,95
32,8,2,1799.99,0.07,96
32,12,2,549.99,0.07,97
32,25,2,499.99,0.1,98
33,23,2,299.99,0.07,99
33,7,1,3999.99,0.1,100
34,8,2,1799.99,0.07,101
34,10,2,1549,0.1,102
34,17,2,429,0.2,103
35,18,1,449,0.05,104
35,20,2,599.99,0.05,105
35,5,1,1320.99,0.2,106
35,21,2,269.99,0.07,107
35,22,1,269.99,0.07,108
36,9,1,2999.99,0.07,109
36,5,1,1320.99,0.05,110
36,3,2,999.99,0.2,111
37,16,2,599.99,0.05,112
38,7,2,3999.99,0.05,113
38,23,1,299.99,0.07,114
38,25,1,499.99,0.2,115
38,10,2,1549,0.1,116
38,24,1,549.99,0.07,117
39,22,2,269.99,0.2,118
39,16,2,599.99,0.2,119
39,3,2,999.99,0.05,120
39,15,1,529.99,0.1,121
40,17,1,429,0.2,122
40,8,2,1799.99,0.2,123
41,5,1,1320.99,0.1,124
41,19,2,449,0.2,125
41,26,2,599.99,0.2,126
42,19,1,449,0.05,127
43,13,2,269.99,0.1,128
43,12,2,549.99,0.05,129
44,7,1,3999.99,0.1,130
44,16,1,599.99,0.05,131
45,4,2,2899.99,0.2,132
45,22,1,269.99,0.07,133
45,21,2,269.99,0.05,134
46,17,1,429,0.1,135
47,6,1,469.99,0.05,136
47,15,1,529.99,0.1,137
47,25,2,499.99,0.07,138
47,13,1,269.99,0.2,139
48,11,1,1680.99,0.1,140
48,4,1,2899.99,0.2,141
48,5,2,1320.99,0.1,142
48,14,2,269.99,0.07,143
49,13,2,269.99,0.07,144
50,3,1,999.99,0.05,145
50,26,2,599.99,0.07,146
50,13,2,269.99,0.2,147
51,13,1,269.99,0.05,148
51,20,1,599.99,0.05,149
51,26,2,599.99,0.2,150
52,25,1,499.99,0.07,151
53,8,2,1799.99,0.2,152
53,23,2,299.99,0.05,153
53,14,2,269.99,0.2,154
53,25,2,499.99,0.1,155
54,26,2,599.99,0.2,156
54,3,1,999.99,0.2,157
55,21,1,269.99,0.05,158
55,25,2,499.99,0.2,159
55,15,2,529.99,0.2,160
56,20,2,599.99,0.07,161
57,23,2,299.99,0.1,162
57,19,2,449,0.2,163
57,13,1,269.99,0.07,164
58,14,2,269.99,0.05,165
58,18,1,449,0.07,166
58,23,1,299.99,0.1,167
59,21,1,269.99,0.05,168
59,2,1,749.99,0.1,169
59,17,2,429,0.1,170
60,14,2,269.99,0.05,171
60,4,1,2899.99,0.1,172
60,15,1,529.99,0.07,173
60,22,1,269.99,0.2,174
61,25,1,499.99,0.1,175
61,15,2,529.99,0.05,176
61,5,2,1320.99,0.2,177
62,14,1,269.99,0.07,178
62,8,2,1799.99,0.1,179
62,22,2,269.99,0.1,180
63,25,2,499.99,0.1,181
63,19,2,449,0.05,182
63,3,1,999.99,0.1,183
64,25,2,499.99,0.1,184
64,22,2,269.99,0.2,185
64,23,2,299.99,0.2,186
64,24,2,549.99,0.1,187
65,12,1,549.99,0.1,188
66,2,1,749.99,0.2,189
66,23,1,299.99,0.07,190
66,12,1,549.99,0.07,191
67,23,2,299.99,0.2,192
67,12,2,549.99,0.1,193
67,21,1,269.99,0.2,194
67,5,2,1320.99,0.1,195
67,19,1,449,0.2,196
68,13,2,269.99,0.07,197
68,17,1,429,0.1,198
69,22,2,269.99,0.1,199
69,5,1,1320.99,0.2,200
69,10,1,1549,0.05,201
70,3,2,999.99,0.05,202
70,18,1,449,0.2,203
70,20,1,599.99,0.05,204
71,26,2,599.99,0.05,205
71,24,1,549.99,0.2,206
71,18,1,449,0.1,207
72,17,2,429,0.07,208
72,12,1,549.99,0.05,209
72,13,2,269.99,0.1,210
73,22,1,269.99,0.07,211
73,26,2,599.99,0.05,212
73,3,2,999.99,0.07,213
73,25,1,499.99,0.07,214
73,23,2,299.99,0.2,215
74,16,2,599.99,0.05,216
74,6,1,469.99,0.07,217
75,3,1,999.99,0.1,218
75,7,2,3999.99,0.07,219
75,15,1,529.99,0.2,220
76,12,1,549.99,0.05,221
76,11,2,1680.99,0.1,222
76,5,1,1320.99,0.07,223
77,20,1,599.99,0.07,224
77,24,2,549.99,0.1,225
77,26,1,599.99,0.2,226
77,25,1,499.99,0.2,227
78,17,1,429,0.07,228
78,19,1,449,0.2,229
78,18,2,449,0.1,230
78,14,2,269.99,0.1,231
79,9,2,2999.99,0.1,232
79,17,2,429,0.05,233
79,6,1,469.99,0.1,234
79,25,2,499.99,0.07,235
80,26,1,599.99,0.1,236
80,24,1,549.99,0.1,237
80,17,1,429,0.2,238
81,10,2,1549,0.2,239
81,23,2,299.99,0.05,240
81,25,2,499.99,0.05,241
82,25,2,499.99,0.1,242
82,11,2,1680.99,0.2,243
83,20,1,599.99,0.2,244
83,3,2,999.99,0.05,245
84,23,2,299.99,0.07,246
84,15,2,529.99,0.07,247
85,4,2,2899.99,0.05,248
85,18,1,449,0.07,249
86,9,2,2999.99,0.1,250
86,23,2,299.99,0.07,251
86,21,2,269.99,0.2,252
86,15,1,529.99,0.1,253
87,20,2,599.99,0.2,254
87,23,2,299.99,0.1,255
88,10,1,1549,0.07,256
88,8,2,1799.99,0.1,257
88,7,1,3999.99,0.1,258
89,5,1,1320.99,0.05,259
89,6,2,469.99,0.1,260
90,3,1,999.99,0.1,261
90,6,1,469.99,0.07,262
91,11,1,1680.99,0.1,263
91,25,1,499.99,0.05,264
91,15,2,529.99,0.07,265
91,13,2,269.99,0.07,266
92,8,1,1799.99,0.1,267
93,22,2,269.99,0.07,268
93,17,1,429,0.05,269
93,21,1,269.99,0.1,270
93,2,1,749.99,0.2,271
93,10,2,1549,0.07,272
94,12,1,549.99,0.05,273
94,4,1,2899.99,0.2,274
94,11,1,1680.99,0.2,275
94,21,2,269.99,0.07,276
95,10,2,1549,0.2,277
95,19,1,449,0.1,278
95,8,2,1799.99,0.2,279
95,20,2,599.99,0.05,280
96,26,1,599.99,0.1,281
96,23,1,299.99,0.05,282
97,20,2,599.99,0.2,283
97,2,1,749.99,0.07,284
97,6,2,469.99,0.2,285
97,19,1,449,0.1,286
98,19,1,449,0.07,287
98,21,1,269.99,0.1,288
98,2,1,749.99,0.2,289
98,22,2,269.99,0.2,290
99,13,1,269.99,0.2,291
99,21,1,269.99,0.2,292
99,25,2,499.99,0.05,293
99,7,2,3999.99,0.07,294
99,23,2,299.99,0.2,295
100,12,2,549.99,0.05,296
100,11,2,1680.99,0.1,297
100,7,2,3999.99,0.2,298
100,16,2,599.99,0.2,299
100,24,2,549.99,0.1,300
101,12,2,549.99,0.2,301
102,15,1,529.99,0.05,302
102,22,1,269.99,0.07,303
103,17,1,429,0.07,304
103,3,1,999.99,0.05,305
103,18,1,449,0.2,306
103,15,2,529.99,0.1,307
103,9,2,2999.99,0.1,308
104,19,2,449,0.1,309
104,26,1,599.99,0.05,310
105,11,2,1680.99,0.2,311
105,3,1,999.99,0.05,312
105,9,1,2999.99,0.05,313
106,17,1,429,0.1,314
106,13,2,269.99,0.1,315
107,19,1,449,0.2,316
107,13,2,269.99,0.1,317
108,11,1,1680.99,0.1,318
108,22,2,269.99,0.07,319
108,16,2,599.99,0.05,320
109,22,2,269.99,0.1,321
109,6,1,469.99,0.07,322
110,14,1,269.99,0.1,323
111,14,1,269.99,0.1,324
111,12,2,549.99,0.07,325
112,23,2,299.99,0.2,326
112,25,2,499.99,0.07,327
112,24,2,549.99,0.05,328
112,5,1,1320.99,0.2,329
113,12,2,549.99,0.07,330
113,24,2,549.99,0.1,331
113,6,1,469.99,0.07,332
113,23,1,299.99,0.2,333
113,5,2,1320.99,0.2,334
114,12,1,549.99,0.05,335
114,2,1,749.99,0.07,336
114,13,2,269.99,0.1,337
115,22,1,269.99,0.2,338
115,19,1,449,0.1,339
116,26,1,599.99,0.05,340
117,22,2,269.99,0.2,341
117,26,1,599.99,0.05,342
117,14,1,269.99,0.2,343
117,19,1,449,0.05,344
118,18,1,449,0.07,345
118,4,1,2899.99,0.07,346
118,6,1,469.99,0.07,347
118,3,2,999.99,0.1,348
118,23,2,299.99,0.07,349
119,25,1,499.99,0.05,350
120,13,2,269.99,0.05,351
120,6,2,469.99,0.05,352
120,10,2,1549,0.05,353
120,17,1,429,0.05,354
120,16,2,599.99,0.2,355
121,5,1,1320.99,0.2,356
121,14,2,269.99,0.1,357
121,4,2,2899.99,0.1,358
121,24,2,549.99,0.07,359
121,2,2,749.99,0.05,360
122,16,1,599.99,0.1,361
123,12,2,549.99,0.1,362
124,16,1,599.99,0.05,363
124,4,1,2899.99,0.07,364
124,7,2,3999.99,0.05,365
125,17,1,429,0.1,366
126,9,2,2999.99,0.05,367
127,17,1,429,0.07,368
127,20,1,599.99,0.1,369
127,4,2,2899.99,0.07,370
128,24,2,549.99,0.1,371
128,16,2,599.99,0.1,372
128,4,2,2899.99,0.2,373
128,3,2,999.99,0.2,374
129,18,1,449,0.1,375
129,9,1,2999.99,0.1,376
130,26,1,599.99,0.05,377
130,5,2,1320.99,0.07,378
131,22,2,269.99,0.2,379
131,4,2,2899.99,0.07,380
131,24,2,549.99,0.1,381
132,2,2,749.99,0.05,382
132,20,1,599.99,0.05,383
132,9,1,2999.99,0.1,384
133,13,2,269.99,0.05,385
133,22,1,269.99,0.2,386
134,19,2,449,0.1,387
134,2,2,749.99,0.07,388
134,18,2,449,0.07,389
135,5,2,1320.99,0.05,390
135,18,2,449,0.05,391
135,25,1,499.99,0.2,392
135,2,1,749.99,0.05,393
136,7,2,3999.99,0.2,394
136,3,2,999.99,0.05,395
137,23,1,299.99,0.07,396
137,22,1,269.99,0.1,397
138,16,2,599.99,0.1,398
138,6,1,469.99,0.2,399
139,19,2,449,0.07,400
139,3,1,999.99,0.07,401
140,15,1,529.99,0.2,402
140,21,1,269.99,0.2,403
140,12,2,549.99,0.2,404
140,3,1,999.99,0.05,405
141,18,1,449,0.2,406
142,16,2,599.99,0.1,407
142,11,2,1680.99,0.1,408
142,19,1,449,0.07,409
143,6,1,469.99,0.2,410
144,8,2,1799.99,0.05,411
145,11,1,1680.99,0.2,412
145,9,2,2999.99,0.1,413
146,3,2,999.99,0.2,414
146,12,1,549.99,0.1,415
146,20,2,599.99,0.1,416
146,6,2,469.99,0.05,417
146,2,1,749.99,0.07,418
147,26,2,599.99,0.2,419
148,14,1,269.99,0.05,420
149,12,2,549.99,0.07,421
149,21,2,269.99,0.07,422
150,7,1,3999.99,0.1,423
150,3,1,999.99,0.2,424
150,17,1,429,0.07,425
150,25,2,499.99,0.07,426
151,17,1,429,0.1,427
151,26,1,599.99,0.1,428
152,6,2,469.99,0.2,429
152,22,2,269.99,0.2,430
152,16,2,599.99,0.07,431
153,16,1,599.99,0.07,432
153,8,1,1799.99,0.07,433
153,15,2,529.99,0.05,434
154,12,1,549.99,0.1,435
155,8,1,1799.99,0.1,436
156,18,2,449,0.2,437
156,17,2,429,0.05,438
156,6,1,469.99,0.07,439
157,4,1,2899.99,0.1,440
157,7,2,3999.99,0.07,441
158,24,1,549.99,0.1,442
159,13,1,269.99,0.2,443
160,21,1,269.99,0.07,444
160,15,2,529.99,0.07,445
160,18,2,449,0.1,446
160,11,1,1680.99,0.05,447
161,24,2,549.99,0.07,448
161,22,1,269.99,0.05,449
161,7,2,3999.99,0.05,450
162,18,1,449,0.07,451
162,21,2,269.99,0.07,452
162,3,2,999.99,0.1,453
163,12,1,549.99,0.1,454
163,18,1,449,0.2,455
164,4,2,2899.99,0.05,456
164,10,2,1549,0.05,457
164,14,1,269.99,0.1,458
165,4,2,2899.99,0.05,459
165,23,1,299.99,0.2,460
165,2,1,749.99,0.05,461
166,10,2,1549,0.1,462
166,11,1,1680.99,0.2,463
167,12,1,549.99,0.05,464
167,10,1,1549,0.2,465
167,13,2,269.99,0.05,466
167,7,2,3999.99,0.05,467
168,6,1,469.99,0.1,468
168,11,2,1680.99,0.07,469
168,12,2,549.99,0.07,470
168,22,2,269.99,0.2,471
169,20,2,599.99,0.1,472
169,5,1,1320.99,0.05,473
169,10,1,1549,0.2,474
169,11,1,1680.99,0.2,475
169,14,2,269.99,0.05,476
170,12,2,549.99,0.1,477
170,24,1,549.99,0.05,478
170,7,1,3999.99,0.2,479
170,18,2,449,0.05,480
171,8,1,1799.99,0.05,481
172,23,1,299.99,0.07,482
172,16,1,599.99,0.2,483
173,14,1,269.99,0.05,484
173,16,1,599.99,0.2,485
173,20,2,599.99,0.05,486
174,22,2,269.99,0.2,487
174,19,2,449,0.1,488
175,5,1,1320.99,0.1,489
175,2,2,749.99,0.2,490
175,21,2,269.99,0.1,491
175,19,1,449,0.07,492
176,2,2,749.99,0.07,493
176,11,2,1680.99,0.2,494
176,16,2,599.99,0.05,495
177,20,2,599.99,0.1,496
178,10,2,1549,0.2,497
178,12,1,549.99,0.05,498
178,3,1,999.99,0.1,499
178,18,1,449,0.07,500
179,13,2,269.99,0.05,501
179,26,1,599.99,0.1,502
179,18,1,449,0.2,503
179,12,2,549.99,0.2,504
179,20,2,599.99,0.1,505
180,16,1,599.99,0.07,506
181,10,1,1549,0.05,507
181,11,1,1680.99,0.1,508
181,15,2,529.99,0.2,509
181,24,2,549.99,0.05,510
182,25,2,499.99,0.05,511
182,24,2,549.99,0.07,512
183,11,2,1680.99,0.2,513
183,12,2,549.99,0.05,514
183,19,1,449,0.07,515
183,17,1,429,0.07,516
184,4,1,2899.99,0.2,517
184,5,1,1320.99,0.1,518
184,14,1,269.99,0.1,519
185,20,1,599.99,0.1,520
185,8,1,1799.99,0.05,521
186,4,1,2899.99,0.1,522
186,6,1,469.99,0.1,523
187,5,1,1320.99,0.05,524
188,7,2,3999.99,0.07,525
189,16,2,599.99,0.2,526
190,24,1,549.99,0.05,527
190,15,1,529.99,0.2,528
190,3,2,999.99,0.2,529
191,25,1,499.99,0.05,530
191,12,2,549.99,0.2,531
191,3,1,999.99,0.07,532
191,8,2,1799.99,0.05,533
191,23,1,299.99,0.05,534
192,8,2,1799.99,0.1,535
192,25,1,499.99,0.07,536
192,2,1,749.99,0.05,537
192,24,2,549.99,0.07,538
192,10,2,1549,0.2,539
193,12,2,549.99,0.1,540
194,21,2,269.99,0.2,541
195,18,1,449,0.2,542
195,14,1,269.99,0.05,543
195,5,2,1320.99,0.2,544
195,4,2,2899.99,0.2,545
195,21,2,269.99,0.1,546
196,6,1,469.99,0.05,547
196,3,2,999.99,0.07,548
196,10,2,1549,0.07,549
196,12,1,549.99,0.07,550
196,20,1,599.99,0.1,551
197,4,2,2899.99,0.2,552
197,2,2,749.99,0.07,553
198,6,2,469.99,0.05,554
198,20,2,599.99,0.07,555
198,8,2,1799.99,0.2,556
198,13,2,269.99,0.05,557
198,17,1,429,0.05,558
199,25,2,499.99,0.05,559
199,18,2,449,0.07,560
199,4,1,2899.99,0.2,561
200,23,2,299.99,0.05,562
200,22,2,269.99,0.07,563
201,24,1,549.99,0.05,564
201,7,1,3999.99,0.2,565
201,14,2,269.99,0.1,566
201,17,1,429,0.05,567
202,8,1,1799.99,0.07,568
202,17,1,429,0.05,569
202,15,2,529.99,0.05,570
202,25,2,499.99,0.05,571
203,26,1,599.99,0.05,572
203,3,2,999.99,0.1,573
203,17,2,429,0.2,574
203,19,2,449,0.07,575
204,6,2,469.99,0.07,576
204,17,2,429,0.1,577
205,22,2,269.99,0.05,578
205,24,2,549.99,0.1,579
206,25,1,499.99,0.05,580
206,20,1,599.99,0.2,581
207,12,2,549.99,0.2,582
207,5,1,1320.99,0.05,583
207,11,2,1680.99,0.07,584
207,7,2,3999.99,0.1,585
208,6,2,469.99,0.05,586
208,4,2,2899.99,0.07,587
208,3,1,999.99,0.05,588
208,12,1,549.99,0.2,589
208,10,2,1549,0.05,590
209,13,1,269.99,0.1,591
210,14,1,269.99,0.07,592
210,13,2,269.99,0.2,593
211,10,1,1549,0.07,594
211,2,2,749.99,0.07,595
212,16,2,599.99,0.07,596
212,12,2,549.99,0.2,597
212,19,1,449,0.1,598
212,7,1,3999.99,0.2,599
213,13,1,269.99,0.1,600
214,21,1,269.99,0.1,601
215,19,1,449,0.07,602
215,12,2,549.99,0.1,603
216,22,2,269.99,0.1,604
216,16,2,599.99,0.05,605
217,18,1,449,0.1,606
217,10,2,1549,0.1,607
217,17,1,429,0.07,608
218,2,2,749.99,0.1,609
218,13,1,269.99,0.07,610
218,12,1,549.99,0.05,611
219,26,1,599.99,0.05,612
219,5,1,1320.99,0.2,613
220,6,2,469.99,0.05,614
220,25,1,499.99,0.07,615
220,22,2,269.99,0.1,616
220,3,2,999.99,0.2,617
221,11,2,1680.99,0.07,618
222,10,1,1549,0.1,619
222,2,2,749.99,0.1,620
223,7,2,3999.99,0.05,621
223,5,1,1320.99,0.2,622
223,21,2,269.99,0.1,623
223,20,1,599.99,0.05,624
223,15,1,529.99,0.05,625
224,6,1,469.99,0.07,626
224,11,2,1680.99,0.1,627
224,10,2,1549,0.2,628
224,25,1,499.99,0.05,629
225,21,1,269.99,0.1,630
225,9,1,2999.99,0.1,631
226,2,1,749.99,0.05,632
227,3,2,999.99,0.05,633
227,15,2,529.99,0.1,634
228,25,1,499.99,0.2,635
228,2,2,749.99,0.07,636
228,23,2,299.99,0.1,637
228,4,1,2899.99,0.2,638
228,22,1,269.99,0.05,639
229,25,2,499.99,0.2,640
229,5,2,1320.99,0.1,641
229,8,1,1799.99,0.2,642
230,11,2,1680.99,0.07,643
231,8,2,1799.99,0.07,644
231,14,2,269.99,0.2,645
231,5,2,1320.99,0.2,646
232,18,1,449,0.07,647
232,11,2,1680.99,0.05,648
232,26,2,599.99,0.07,649
232,8,2,1799.99,0.1,650
233,14,1,269.99,0.1,651
233,16,2,599.99,0.1,652
233,12,1,549.99,0.2,653
233,15,2,529.99,0.07,654
234,11,2,1680.99,0.2,655
234,17,2,429,0.05,656
234,12,1,549.99,0.1,657
234,7,1,3999.99,0.05,658
234,23,1,299.99,0.1,659
235,6,1,469.99,0.07,660
235,13,2,269.99,0.05,661
235,7,2,3999.99,0.05,662
236,3,2,999.99,0.07,663
236,2,2,749.99,0.1,664
236,4,2,2899.99,0.1,665
237,15,1,529.99,0.2,666
237,24,1,549.99,0.07,667
237,20,2,599.99,0.2,668
237,26,1,599.99,0.05,669
238,20,2,599.99,0.2,670
238,25,1,499.99,0.07,671
238,13,2,269.99,0.2,672
238,22,2,269.99,0.05,673
238,7,1,3999.99,0.07,674
239,16,2,599.99,0.1,675
239,21,2,269.99,0.05,676
239,18,1,449,0.07,677
239,4,2,2899.99,0.07,678
240,9,1,2999.99,0.07,679
240,8,1,1799.99,0.07,680
240,5,1,1320.99,0.07,681
240,18,2,449,0.07,682
241,7,1,3999.99,0.2,683
242,3,1,999.99,0.2,684
243,25,2,499.99,0.05,685
243,19,2,449,0.07,686
243,7,2,3999.99,0.05,687
244,19,1,449,0.07,688
244,25,1,499.99,0.2,689
244,22,1,269.99,0.1,690
245,10,2,1549,0.05,691
245,8,1,1799.99,0.1,692
246,17,2,429,0.2,693
247,25,1,499.99,0.07,694
247,3,1,999.99,0.2,695
248,13,1,269.99,0.1,696
248,26,2,599.99,0.1,697
248,17,1,429,0.1,698
248,9,1,2999.99,0.2,699
249,7,2,3999.99,0.05,700
249,18,2,449,0.05,701
249,22,1,269.99,0.1,702
250,17,2,429,0.05,703
250,11,2,1680.99,0.1,704
251,23,2,299.99,0.2,705
251,22,2,269.99,0.05,706
252,11,2,1680.99,0.1,707
252,4,1,2899.99,0.07,708
252,19,1,449,0.1,709
253,11,2,1680.99,0.07,710
254,6,2,469.99,0.07,711
254,3,1,999.99,0.05,712
254,12,1,549.99,0.05,713
255,5,2,1320.99,0.1,714
255,14,1,269.99,0.2,715
255,2,2,749.99,0.2,716
255,21,1,269.99,0.07,717
256,11,1,1680.99,0.1,718
256,21,1,269.99,0.05,719
257,8,2,1799.99,0.07,720
257,13,2,269.99,0.2,721
257,10,2,1549,0.1,722
257,15,1,529.99,0.1,723
258,8,2,1799.99,0.05,724
258,4,1,2899.99,0.07,725
258,19,1,449,0.07,726
258,18,1,449,0.05,727
259,26,1,599.99,0.05,728
259,6,2,469.99,0.1,729
259,2,2,749.99,0.2,730
259,4,1,2899.99,0.1,731
260,23,2,299.99,0.2,732
260,10,1,1549,0.2,733
260,24,2,549.99,0.2,734
261,16,2,599.99,0.05,735
261,14,1,269.99,0.1,736
261,17,2,429,0.1,737
262,2,1,749.99,0.07,738
262,9,2,2999.99,0.05,739
263,9,1,2999.99,0.07,740
263,3,1,999.99,0.2,741
263,2,2,749.99,0.05,742
264,10,1,1549,0.2,743
264,24,2,549.99,0.05,744
264,15,2,529.99,0.1,745
264,3,2,999.99,0.07,746
265,9,2,2999.99,0.2,747
266,6,2,469.99,0.07,748
266,19,1,449,0.2,749
266,25,1,499.99,0.05,750
267,22,2,269.99,0.2,751
267,23,2,299.99,0.1,752
267,24,1,549.99,0.1,753
267,7,2,3999.99,0.07,754
267,21,1,269.99,0.05,755
268,7,1,3999.99,0.05,756
268,6,2,469.99,0.2,757
268,9,1,2999.99,0.1,758
269,5,1,1320.99,0.07,759
269,23,2,299.99,0.07,760
269,18,1,449,0.05,761
269,3,1,999.99,0.05,762
270,25,2,499.99,0.2,763
270,15,1,529.99,0.1,764
271,11,2,1680.99,0.07,765
271,6,2,469.99,0.05,766
271,13,1,269.99,0.1,767
271,7,2,3999.99,0.1,768
272,2,2,749.99,0.07,769
272,11,1,1680.99,0.07,770
273,21,1,269.99,0.1,771
274,11,2,1680.99,0.05,772
274,25,2,499.99,0.1,773
274,9,2,2999.99,0.07,774
275,18,1,449,0.05,775
275,25,1,499.99,0.1,776
275,7,2,3999.99,0.05,777
276,3,2,999.99,0.2,778
276,17,1,429,0.05,779
276,9,2,2999.99,0.07,780
277,20,2,599.99,0.2,781
277,6,2,469.99,0.2,782
277,13,2,269.99,0.1,783
278,16,1,599.99,0.2,784
278,19,2,449,0.07,785
278,13,1,269.99,0.07,786
278,11,2,1680.99,0.07,787
279,25,1,499.99,0.07,788
280,25,1,499.99,0.07,789
280,26,2,599.99,0.07,790
280,13,1,269.99,0.07,791
281,22,1,269.99,0.07,792
281,14,2,269.99,0.1,793
281,7,2,3999.99,0.07,794
282,20,1,599.99,0.07,795
282,7,2,3999.99,0.07,796
282,3,2,999.99,0.05,797
282,16,2,599.99,0.07,798
283,9,1,2999.99,0.05,799
283,16,2,599.99,0.2,800
284,24,2,549.99,0.2,801
284,20,1,599.99,0.2,802
285,16,2,599.99,0.05,803
285,12,1,549.99,0.05,804
285,2,1,749.99,0.1,805
286,26,2,599.99,0.2,806
286,21,2,269.99,0.07,807
286,16,2,599.99,0.1,808
286,7,1,3999.99,0.1,809
287,5,1,1320.99,0.2,810
287,10,1,1549,0.05,811
287,2,1,749.99,0.05,812
287,20,1,599.99,0.05,813
288,4,1,2899.99,0.2,814
288,10,1,1549,0.1,815
288,7,2,3999.99,0.05,816
289,13,1,269.99,0.07,817
289,24,1,549.99,0.2,818
289,17,1,429,0.2,819
290,2,2,749.99,0.07,820
290,5,2,1320.99,0.07,821
290,21,1,269.99,0.1,822
291,6,2,469.99,0.05,823
291,21,2,269.99,0.07,824
292,18,2,449,0.1,825
292,4,1,2899.99,0.07,826
292,10,2,1549,0.05,827
293,19,2,449,0.05,828
293,6,1,469.99,0.2,829
294,18,1,449,0.2,830
294,14,1,269.99,0.2,831
294,7,2,3999.99,0.05,832
294,25,2,499.99,0.2,833
295,22,2,269.99,0.07,834
296,25,2,499.99,0.07,835
296,12,2,549.99,0.1,836
296,11,2,1680.99,0.1,837
296,9,1,2999.99,0.2,838
297,4,2,2899.99,0.2,839
298,23,1,299.99,0.2,840
298,6,2,469.99,0.05,841
298,22,1,269.99,0.2,842
298,9,1,2999.99,0.07,843
298,14,2,269.99,0.1,844
299,11,2,1680.99,0.05,845
299,10,2,1549,0.2,846
300,16,2,599.99,0.1,847
300,9,2,2999.99,0.1,848
300,10,1,1549,0.1,849
300,11,2,1680.99,0.2,850
301,6,1,469.99,0.05,851
301,22,1,269.99,0.1,852
302,24,2,549.99,0.2,853
302,18,2,449,0.07,854
302,2,2,749.99,0.2,855
303,8,2,1799.99,0.05,856
303,24,2,549.99,0.05,857
304,10,1,1549,0.05,858
304,7,2,3999.99,0.1,859
304,20,1,599.99,0.1,860
305,10,1,1549,0.07,861
305,6,1,469.99,0.1,862
305,3,2,999.99,0.2,863
306,10,1,1549,0.2,864
306,22,1,269.99,0.07,865
307,15,2,529.99,0.05,866
308,7,1,3999.99,0.1,867
308,18,2,449,0.2,868
308,14,1,269.99,0.2,869
309,3,1,999.99,0.05,870
309,12,1,549.99,0.05,871
310,7,2,3999.99,0.07,872
310,14,2,269.99,0.1,873
310,5,2,1320.99,0.2,874
